Address,District,Beds,Baths,Longitudes,Latitudes,Price,Size,Website,Distance,Type
"Walnut on the Park, 5326 Pocusset St, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.93148,40.42981,1713.5,775,https://www.apartments.com/walnut-on-the-park-pittsburgh-pa/f74fvhv/,1.378676806,apartments
"Walnut on the Park, 5326 Pocusset St, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.93148,40.42981,1713.5,775,https://www.apartments.com/walnut-on-the-park-pittsburgh-pa/f74fvhv/,1.378676806,apartments
"1 br, 1 bath Apartment - 100 Biddle Avenue, 100 Biddle Ave, Pittsburgh, PA 15221",Squirrel Hill,1,1,-79.89509,40.43697,960,800,https://www.apartments.com/1-br-1-bath-apartment-100-biddle-avenue-pittsburgh-pa/kvttn18/,5.41801046,apartments
"617 Minnesota St, Pittsburgh, PA 15207",Squirrel Hill,2,1,-79.93907,40.42554,900,1978,https://www.apartments.com/617-minnesota-st-pittsburgh-pa/jc1t825/,0.613077283,apartments
"2 br, 1 bath Apartment - 632 Summerlea St # 1 Unit # 1, 632 Summerlea St, Pittsburgh, PA 15232",Squirrel Hill,2,1,-79.93138,40.45408,1095,875,https://www.apartments.com/2-br-1-bath-apartment-632-summerlea-st-1-pittsburgh-pa-unit-1/y50h8ft/,1.380598772,apartments
"332 S Lang Ave, Pittsburgh, PA 15208",Squirrel Hill,2,2,-79.90574,40.44749,925,725,https://www.apartments.com/332-s-lang-ave-pittsburgh-pa/k6lr12b/,4.228218638,apartments
"2325-2327 Eldridge St, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92214,40.43073,1045,447,https://www.apartments.com/2325-2327-eldridge-st-pittsburgh-pa/z81sl8w/,2.408745234,apartments
"6209 Kentucky Ave, Pittsburgh, PA 15206",Squirrel Hill,3,2,-79.92246,40.45364,1995,1800,https://www.apartments.com/6209-kentucky-ave-pittsburgh-pa/wshje2l/,2.369096802,apartments
"1 br, 1 bath  - 2232 Wightman St  Decembe 1st, 2232 Wightman St, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92797,40.43007,895,563,https://www.apartments.com/1-br-1-bath-2232-wightman-st-decembe-1st-pittsburgh-pa/1rwhcm5/,1.764235346,apartments
"554 S Trenton Ave, Pittsburgh, PA 15221",Squirrel Hill,2,1,-79.89291,40.43959,1120,850,https://www.apartments.com/554-s-trenton-ave-pittsburgh-pa/wnth0nh/,5.660479069,apartments
"2421 Beechwood Blvd, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.91473,40.4319,1295,785,https://www.apartments.com/2421-beechwood-blvd-pittsburgh-pa/bjg38t9/,3.231287541,apartments
"6350 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,3,2,-79.91939,40.42839,1575,900,https://www.apartments.com/6350-forward-ave-pittsburgh-pa/r7j8fj0/,2.718905997,apartments
"641 Maryland Ave, Pittsburgh, PA 15232",Squirrel Hill,2,1,-79.92997,40.45519,1495,700,https://www.apartments.com/641-maryland-ave-pittsburgh-pa/2teh179/,1.539505206,apartments
"6350 Forward Ave, Pittsburgh, PA 15217",Squirrel Hill,3,2,-79.91939,40.42839,1595,865,https://www.apartments.com/6350-forward-ave-pittsburgh-pa/wc5nt4h/,2.718905997,apartments
"632 Bellefonte St, Pittsburgh, PA 15232",Squirrel Hill,2,1,-79.93476,40.45246,1832,806,https://www.apartments.com/632-bellefonte-st-pittsburgh-pa/5rmgkkn/,1.003118213,apartments
"2135 Wightman St, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92723,40.43151,1232,594,https://www.apartments.com/2135-wightman-st-pittsburgh-pa/7lre1vw/,1.84229346,apartments
"1 br, 1 bath Apartment - Hobart Court, 5555 Hobart St, Pittsburgh, PA 15217",Squirrel Hill,1,1,-79.92835,40.43279,1128,794,https://www.apartments.com/1-br-1-bath-apartment-hobart-court-pittsburgh-pa/kfe2db9/,1.715116981,apartments
"2 br, 1 bath Apartment - Hobart Court, 5555 Hobart St, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.92835,40.43279,1528,846,https://www.apartments.com/2-br-1-bath-apartment-hobart-court-pittsburgh-pa/qm6x6zy/,1.715116981,apartments
"3 br, 2 bath Apartment - Walnut on Forbes, 5683 Forbes Ave, Pittsburgh, PA 15217",Squirrel Hill,3,2,-79.9246,40.43895,3195,1588,https://www.apartments.com/3-br-2-bath-apartment-walnut-on-forbes-pittsburgh-pa/nskzl6n/,2.123228972,apartments
"3 br, 2 bath Apartment - Walnut on Forbes, 5683 Forbes Ave, Pittsburgh, PA 15217",Squirrel Hill,3,2,-79.9246,40.43895,3185,1588,https://www.apartments.com/3-br-2-bath-apartment-walnut-on-forbes-pittsburgh-pa/hz546b1/,2.123228972,apartments
"7123 Penn Ave, Pittsburgh, PA 15208",Squirrel Hill,3,1,-79.90257,40.45,1625,1250,https://www.apartments.com/7123-penn-ave-pittsburgh-pa/5hzdgym/,4.583256394,apartments
"Hawksrest, 7510 Penn Ave, Pittsburgh, PA 15208",Squirrel Hill,1,1,-79.89636,40.44722,790,585,https://www.apartments.com/hawksrest-pittsburgh-pa/3x63zng/,5.27534653,apartments
"Heidelberg, 401-423 S Braddock Ave, Pittsburgh, PA 15221",Squirrel Hill,2,1,-79.89592,40.44414,1355,1145,https://www.apartments.com/heidelberg-pittsburgh-pa/n42j37q/,5.323945404,apartments
"NEW YORKER, 819 College St, Pittsburgh, PA 15232",Squirrel Hill,1,1,-79.92658,40.45291,1080,530,https://www.apartments.com/new-yorker-pittsburgh-pa/bmrwy5b/,1.909678516,apartments
"West Street Row Homes, 407-419 West St, Pittsburgh, PA 15221",Squirrel Hill,2,1,-79.89155,40.44072,1199,1000,https://www.apartments.com/west-street-row-homes-pittsburgh-pa/y66rh5v/,5.81208978,apartments
"East Point, 406 E End Ave, Pittsburgh, PA 15221",Squirrel Hill,2,1,-79.89539,40.44396,974.5,1000,https://www.apartments.com/east-point-pittsburgh-pa/681x27t/,5.383114937,apartments
"754 Melbourne St, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.93166,40.42192,1400,1700,https://www.apartments.com/754-melbourne-st-pittsburgh-pa/66zc63v/,1.396964629,houses
"4323 Luster St, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.92252,40.42097,1400,562,https://www.apartments.com/4323-luster-st-pittsburgh-pa/xzmngsm/,2.393808714,houses
"416 E Elizabeth St, Pittsburgh, PA 15207",Squirrel Hill,3,1,-79.93786,40.40754,950,1320,https://www.apartments.com/416-e-elizabeth-st-pittsburgh-pa/merfnkl/,0.947312765,houses
"1146 Uptegraf St, Pittsburgh, PA 15218",Squirrel Hill,3,1,-79.905,40.42067,1300,2250,https://www.apartments.com/1146-uptegraf-st-pittsburgh-pa/ez8kp7q/,4.332674867,houses
"3745 Beechwood Blvd, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.92869,40.42737,1175,1,https://www.apartments.com/3745-beechwood-blvd-pittsburgh-pa/f4nnglt/,1.693622111,houses
"5747 Fifth Ave, Pittsburgh, PA 15232",Squirrel Hill,2,1,-79.92819,40.45055,1500,3300,https://www.apartments.com/5747-fifth-ave-pittsburgh-pa/5xqcpxn/,1.726480907,houses
"6548 Darlington Rd, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.91447,40.43609,1650,1400,https://www.apartments.com/6548-darlington-rd-pittsburgh-pa/00ep1q0/,3.255686512,houses
"4 br, 2.5 bath House - 515 Roslyn Pl, 515 Roslyn Pl, Pittsburgh, PA 15232",Squirrel Hill,4,2,-79.93601,40.45376,2950,1500,https://www.apartments.com/4-br-25-bath-house-515-roslyn-pl-pittsburgh-pa/qlhbt4z/,0.871717507,houses
"3 br, 1.5 bath House - 1026 Flemington St, 1026 Flemington St, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.92978,40.42687,1350,1349,https://www.apartments.com/3-br-15-bath-house-1026-flemington-st-pittsburgh-pa/1hemwp4/,1.576092713,houses
"3 br, 2 bath House - 7723 Brashear St- Upper, 7723 Brashear St, Pittsburgh, PA 15221",Squirrel Hill,3,2,-79.89358,40.44477,1100,1655,https://www.apartments.com/3-br-2-bath-house-7723-brashear-st-upper-pittsburgh-pa/gbrsvfw/,5.585276609,houses
"2 br, 1 bath House - 569 Loretto Road, 569 Loretto Rd, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.93759,40.42126,1200,800,https://www.apartments.com/2-br-1-bath-house-569-loretto-road-pittsburgh-pa/7nc8ttx/,0.796989819,houses
"3 br, 1 bath House - 943 Flemington St, 943 Flemington St, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.93155,40.42753,2200,1160,https://www.apartments.com/3-br-1-bath-house-943-flemington-st-pittsburgh-pa/3f064zd/,1.380238029,houses
"2 br, 1 bath House - 440 Biddle Ave., 440 Biddle Ave, Pittsburgh, PA 15221",Squirrel Hill,2,1,-79.89019,40.43813,1195,1003,https://www.apartments.com/2-br-1-bath-house-440-biddle-ave-pittsburgh-pa/h9w19b1/,5.964584083,houses
"4 br, 2 bath House - 5622 Darlington Rd., 5622 Darlington Rd, Pittsburgh, PA 15217",Squirrel Hill,4,2,-79.92669,40.43653,1800,2127,https://www.apartments.com/4-br-2-bath-house-5622-darlington-rd-pittsburgh-pa/ppf105s/,1.892780088,houses
"5523 Ellsworth Ave Unit 3C, Pittsburgh, PA 15232",Squirrel Hill,2,2,-79.93505,40.45386,1800,1045,https://www.apartments.com/5523-ellsworth-ave-pittsburgh-pa-unit-3c/we131xl/,0.976666405,condos
"5700 Darlington Rd, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.92487,40.43661,1600,1090,https://www.apartments.com/5700-darlington-rd-pittsburgh-pa/8jh26b2/,2.095455333,condos
"5624 Beacon St, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.92657,40.43392,1300,256,https://www.apartments.com/5624-beacon-st-pittsburgh-pa/93lx6q4/,1.91035428,townhomes
"6623 Dalzell Pl, Pittsburgh, PA 15217",Squirrel Hill,4,3,-79.91381,40.44216,1600,256,https://www.apartments.com/6623-dalzell-pl-pittsburgh-pa/5k3p94p/,3.326409779,townhomes
"4130 Delevan St, Pittsburgh, PA 15217",Squirrel Hill,2,1,-79.93156,40.4241,1000,1032,https://www.apartments.com/4130-delevan-st-pittsburgh-pa/hevvhg1/,1.395609327,townhomes
"511 Farnsworth St, Pittsburgh, PA 15207",Squirrel Hill,2,1,-79.94127,40.42342,995,1,https://www.apartments.com/511-farnsworth-st-pittsburgh-pa/570k0kq/,0.466934675,townhomes
"2608 Shady Ave, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.92169,40.42896,1425,1,https://www.apartments.com/2608-shady-ave-pittsburgh-pa/nb89ykq/,2.462425336,townhomes
"780 Hazelwood Ave, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.93004,40.4196,925,1,https://www.apartments.com/780-hazelwood-ave-pittsburgh-pa/49vdccl/,1.583165572,townhomes
"2332 Sherbrook St, Pittsburgh, PA 15217",Squirrel Hill,3,2,-79.92184,40.43059,1325,1,https://www.apartments.com/2332-sherbrook-st-pittsburgh-pa/vqzj76f/,2.442347681,townhomes
"2610 Shady Ave, Pittsburgh, PA 15217",Squirrel Hill,3,1,-79.92175,40.42893,1500,1,https://www.apartments.com/2610-shady-ave-pittsburgh-pa/wfc3cyk/,2.455836071,townhomes
"428 S Trenton Ave, Pittsburgh, PA 15221",Squirrel Hill,2,1,-79.89259,40.44253,1164,936,https://www.apartments.com/428-s-trenton-ave-pittsburgh-pa/g2qzrqx/,5.695765194,townhomes
"424 Shady Ave D, 424 Shady Ave, Pittsburgh, PA 15206",Squirrel Hill,2,2,-79.9224,40.45502,2100,1448,https://www.apartments.com/424-shady-ave-d-pittsburgh-pa/r9de8w1/,2.378212617,townhomes
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,1797,359,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,1725,359,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,1749,359,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,1773,359,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,1869,359,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,1625,510,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,1625,510,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,2444,510,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,1,1,-79.93655,40.45734,2444,510,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,3,1,-79.93655,40.45734,1050,717,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Ollie at Baumhaus, 5522 Baum Blvd, Pittsburgh, PA 15232",Shadyside,3,1,-79.93655,40.45734,1050,717,https://www.apartments.com/ollie-at-baumhaus-pittsburgh-pa/gxewllw/,0.833489128,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,1,-79.94959,40.4504,1050,720,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,1,-79.94959,40.4504,1345,749,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,1,-79.94959,40.4504,1449,755,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,1,-79.94959,40.4504,1517,650,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,1,-79.94959,40.4504,1550,1100,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,1,-79.94959,40.4504,1675,1070,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,1,-79.94959,40.4504,1640,700,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,2,-79.94959,40.4504,1675,960,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,1,-79.94959,40.4504,1699,1100,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,2,2,-79.94959,40.4504,1799,750,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,3,1,-79.94959,40.4504,1699,1400,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,3,1,-79.94959,40.4504,1949,1750,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,3,1,-79.94959,40.4504,2640,1420,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,4,1,-79.94959,40.4504,1899,1250,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,5,3,-79.94959,40.4504,3150,2040,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Oakland Apartments, 4629 Bayard St, Pittsburgh, PA 15213",Shadyside,5,3,-79.94959,40.4504,3499,2040,https://www.apartments.com/oakland-apartments-pittsburgh-pa/6e8q1dr/,0.683014356,apartments
"Franklin West Apartments, Leasing Office, 272 Shady Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.92282,40.45728,1585,300,https://www.apartments.com/franklin-west-apartments-leasing-office-pittsburgh-pa/vs057fe/,2.336279089,apartments
"Franklin West Apartments, Leasing Office, 272 Shady Ave, Pittsburgh, PA 15206",Shadyside,2,1,-79.92282,40.45728,1580,300,https://www.apartments.com/franklin-west-apartments-leasing-office-pittsburgh-pa/vs057fe/,2.336279089,apartments
"Franklin West Apartments, Leasing Office, 272 Shady Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.92282,40.45728,1315,300,https://www.apartments.com/franklin-west-apartments-leasing-office-pittsburgh-pa/vs057fe/,2.336279089,apartments
"Franklin West Apartments, Leasing Office, 272 Shady Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.92282,40.45728,1260,300,https://www.apartments.com/franklin-west-apartments-leasing-office-pittsburgh-pa/vs057fe/,2.336279089,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,2075,809,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,2075,809,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,2120,787,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,2120,787,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,2205,762,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,2205,762,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,1922.5,645,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,1922.5,645,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,2017.5,740,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"Bakery Living Orange, 6350 Penn Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.91622,40.45571,2017.5,740,https://www.apartments.com/bakery-living-orange-pittsburgh-pa/3qd9wgf/,3.066826188,apartments
"One on Centre, 4500 Centre Ave, Pittsburgh, PA 15213",Shadyside,2,2,-79.95216,40.45166,1130,861,https://www.apartments.com/one-on-centre-pittsburgh-pa/p2phsns/,0.969599442,apartments
"One on Centre, 4500 Centre Ave, Pittsburgh, PA 15213",Shadyside,3,3,-79.95216,40.45166,994,1047,https://www.apartments.com/one-on-centre-pittsburgh-pa/p2phsns/,0.969599442,apartments
"One on Centre, 4500 Centre Ave, Pittsburgh, PA 15213",Shadyside,3,3,-79.95216,40.45166,997,1154,https://www.apartments.com/one-on-centre-pittsburgh-pa/p2phsns/,0.969599442,apartments
"The Rockwel - Rockwel Realty Leasing, 430 Shady Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.92225,40.45482,1595,1000,https://www.apartments.com/the-rockwel-rockwel-realty-leasing-pittsburgh-pa/8bj3yk3/,2.394514677,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,2252.5,706,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,2252.5,706,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,2081.5,593,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1874.5,607,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,2176,706,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1852,607,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1806,494,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1790.5,494,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1821,494,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,2,2,-79.93223,40.45807,3377,1077,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,2,2,-79.93223,40.45807,3377,1077,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1796,494,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1915.5,618,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1915.5,618,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1917,469,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,1917,469,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"Coda on Centre, 5765 Centre Ave, Pittsburgh, PA 15206",Shadyside,1,1,-79.93223,40.45807,2081.5,593,https://www.apartments.com/coda-on-centre-pittsburgh-pa/y9dvdqv/,1.301869776,apartments
"The Royal Plaza Rockwel Realty Leasing, 5506 5th Ave, Pittsburgh, PA 15232",Shadyside,2,1,-79.93185,40.44866,1425,750,https://www.apartments.com/the-royal-plaza-rockwel-realty-leasing-pittsburgh-pa/3s5lycg/,1.316161578,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1820,564,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1760,683,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1760,674,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1980,754,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1875,754,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1890,754,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1735,564,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1735,564,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1840,674,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
"Shadyside Commons, 401 Amberson Ave, Pittsburgh, PA 15232",Shadyside,1,1,-79.94088,40.45315,1860,683,https://www.apartments.com/shadyside-commons-pittsburgh-pa/f0n2tvs/,0.359376363,apartments
